# Second test
 65.00725731  41.79416517
 65.00663735  42.81986417
 65.00604615  43.84330292
 65.00548350  44.86459136
 65.00494921  45.88383833
 65.00444310  46.90115159
 65.00396501  47.91663789
 65.00351477  48.93040302
 65.00309225  49.94255185
 65.00269731  50.95318843
 65.00232982  51.96241598
 65.00198964  52.97033700
 65.00167668  53.97705328
 65.00139083  54.98266602
 65.00113195  55.98727579
 65.00090045  56.99098119
 65.00069550  57.99388446
 65.00051738  58.99608342
 65.00036602  59.99767683
 65.00024136  60.99876313
 65.00014337  61.99944047
 65.00007192  62.99980682
 65.00002707  63.99996048
 65.00000963  64.99999808
 65.00001798  66.00001796
 65.00005233  67.00011744
 65.00011393  68.00039395
 65.00020222  69.00094588
 65.00031705  70.00187083
 65.00045845  71.00326681
 65.00062849  72.00523263
 65.00082327  73.00786634
 65.00104512  74.01126704
 65.00129397  75.01553420
 65.00156984  76.02076766
 65.00187283  77.02706781
 65.00220302  78.03453557
 65.00256051  79.04327250
 65.00294543  80.05338080
 65.00335791  81.06496343
 65.00379810  82.07812409
 65.00426614  83.09296731
 65.00476048  84.10959917
 65.00528439  85.12812532
 65.00583659  86.14865327
 65.00641723  87.17129147
 65.00702647  88.19614946
 65.00766451  89.22333794
 65.00833156  90.25296881
 65.00902781  91.28515522
 65.00975350  92.32001165
 65.01050883  93.35765394
 65.01129403  94.39819934
 65.01210934  95.44176660
 65.01295501  96.48847597
 65.01383128  97.53844926
 65.01473841  98.59180993
 65.01567666  99.64868309
 65.01664631 100.70919554
 65.01765259 101.77348092
 65.01868686 102.84166070
 65.01975357 103.91387116
 65.02085305 104.99024636
 65.02198563 106.07092227
 65.02315162 107.15603677
 65.02435138 108.24572966
 65.02558524 109.34014268
 65.02685355 110.43941950
 65.02815666 111.54370574
 65.02949491 112.65314893
 65.03086866 113.76789850
 65.03227826 114.88810572
 65.03372404 116.01392367
 65.03520635 117.14550715
 65.03672553 118.28301263
 65.03828191 119.42659810
 65.03987583 120.57642295
 65.04150763 121.73264784
 65.04317765 122.89543452
 65.04488623 124.06494558
 65.04663371 125.24134426
 65.04842046 126.42479414
 65.05024687 127.61545882
 65.05211345 128.81350145
 65.05402140 130.01908368
 65.05596490 131.23236928
 66.13975248  -5.01243604
 66.13512250  -3.77199934
 66.13058188  -2.53979194
 66.12613095  -1.31565964
 66.12176970  -0.09944723
 66.11749791   1.10900405
 66.11331477   2.30985489
 66.10922289   3.50326802
 66.10521716   4.68940556
 66.10129889   5.86843142
 66.09746745   7.04050924
 66.09372217   8.20580242
 66.09006233   9.36447384
 66.08648719  10.51668559
 66.08299600  11.66259876
 66.07958798  12.80237321
 66.07626233  13.93616748
 66.07301827  15.06413858
 66.06985497  16.18644192
 66.06677166  17.30323121
 66.06376752  18.41465836
 66.06084176  19.52087348
 66.05799360  20.62202479
 66.05522225  21.71825858
 66.05252695  22.80971926
 66.04990693  23.89654926
 66.04736145  24.97888912
 66.04488975  26.05687741
 66.04249113  27.13065081
 66.04016485  28.20034411
 66.03790871  29.26608770
 66.03572561  30.32801810
 66.03361270  31.38626155
 66.03156937  32.44094553
 66.02959501  33.49219584
 66.02768903  34.54013659
 66.02585086  35.58489022
 66.02407995  36.62657760
 66.02237574  37.66531806
 66.02073772  38.70122942
 66.01916541  39.73442808
 66.01765903  40.76502926
 66.01621615  41.79314632
 66.01483765  42.81889163
 66.01352307  43.84237636
 66.01227195  44.86371048
 66.01108387  45.88300285
 66.00995845  46.90036124
 66.00889531  47.91589242
 66.00789412  48.92970218
 66.00695455  49.94189543
 66.00607631  50.95257620
 66.00525910  51.96184774
 66.00450268  52.96981256
 66.00380680  53.97657245
 66.00317123  54.98222861
 66.00259576  55.98688164
 66.00208020  56.99063163
 66.00162456  57.99357660
 66.00122847  58.99581866
 66.00089188  59.99745506
 66.00061467  60.99858425
 66.00039674  61.99930442
 66.00023792  62.99971354
 66.00013892  63.99990998
 66.00009849  64.99998966
 66.00011726  66.00005218
 66.00019518  67.00019510
 66.00033144  68.00051449
 66.00052776  69.00110905
 66.00078321  70.00207682
 66.00109786  71.00351569
 66.00147386  72.00552461
 66.00190747  73.00820136
 66.00240097  74.01164525
 66.00295440  75.01595570
 66.00356791  76.02123260
 66.00424166  77.02757633
 66.00497589  78.03508784
 66.00577083  79.04386869
 66.00662673  80.05402110
 66.00754387  81.06564804
 66.00852257  82.07885322
 66.00956314  83.09374119
 66.01066414  84.11041816
 66.01182916  85.12898957
 66.01305707  86.14956306
 66.01434820  87.17224708
 66.01570298  88.19715122
 66.01712183  89.22438615
 66.01860521  90.25406381
 66.02015356  91.28629735
 66.02176738  92.32120127
 66.02344717  93.35889142
 66.02519344  94.39948508
 66.02700674  95.44310100
 66.02888760  96.48985943
 66.03083661  97.53988223
 66.03285436  98.59329286
 66.03494145  99.65021642
 66.03709850 100.71077977
 66.03933105 101.77511641
 66.04163092 102.84334803
 66.04400292 103.91561082
 66.04644774 104.99203888
 66.04896611 106.07276818
 66.05155876 107.15793660
 66.05422645 108.24768395
 66.05696994 109.34215199
 66.05978999 110.44148439
 66.06268739 111.54582679
 66.06566292 112.65532670
 66.06871736 113.77013357
 66.07185151 114.89039867
 66.07506615 116.01627507
 66.07836205 117.14791758
 66.08174001 118.28548266
 66.08520079 119.42912828
 66.08874516 120.57901383
 66.09237387 121.73529998
 66.09608768 122.89814842
 66.09988731 124.06772176
 66.10377350 125.24418321
 66.10774695 126.42769630
 66.11180840 127.61842460
 66.11595873 128.81653117
 66.12019943 130.02217734
 66.12451771 131.23552858
 67.21690676  -5.01837845
 67.20972745  -3.77782721
 67.20268789  -2.54550475
 67.19578729  -1.32125863
 67.18902528  -0.10493260
 67.18240219   1.10363218
 67.17591692   2.30459596
 67.16956857   3.49812076
 67.16335976   4.68437034
 67.15728434   5.86350697
 67.15134351   7.03569473
 67.14553623   8.20109697
 67.13986142   9.35987653
 67.13431792  10.51219546
 67.12890457  11.65821483
 67.12362017  12.79809449
 67.11846350  13.93199295
 67.11343332  15.06006722
 67.10852840  16.18247271
 67.10374749  17.29936313
 67.09908936  18.41089040
 67.09455277  19.51720463
 67.09013650  20.61845405
 67.08583934  21.71478497
 67.08166009  22.80634179
 67.07759756  23.89326699
 67.07365060  24.97570109
 67.06981805  26.05378270
 67.06609880  27.12764850
 67.06249173  28.19743331
 67.05899405  29.26326738
 67.05560870  30.32528758
 67.05233227  31.38361999
 67.04916377  32.43839214
 67.04610225  33.48972984
 67.04314679  34.53775720
 67.04029650  35.58259672
 67.03755049  36.62436927
 67.03490792  37.66319421
 67.03236797  38.69918938
 67.02992987  39.73247120
 67.02759287  40.76315469
 67.02535625  41.79135358
 67.02321953  42.81718052
 67.02118112  43.84074613
 67.01924111  44.86216061
 67.01739886  45.88153283
 67.01565376  46.89897061
 67.01400524  47.91458072
 67.01245278  48.92846900
 67.01099587  49.94074037
 67.00963405  50.95149890
 67.00836688  51.96084785
 67.00719396  52.96888975
 67.00611491  53.97572644
 67.00512939  54.98145911
 67.00423708  55.98618837
 67.00343769  56.99001435
 67.00273094  57.99303672
 67.00211674  58.99535291
 67.00159482  59.99706492
 67.00116497  60.99826957
 67.00082704  61.99906506
 67.00058067  62.99954960
 67.00042687  63.99982031
 67.00036398  64.99997588
 67.00039301  66.00011354
 67.00051392  67.00033090
 67.00072671  68.00072652
 67.00103019  69.00139627
 67.00142641  70.00243929
 67.00191445  71.00395364
 67.00249657  72.00603820
 67.00316910  73.00879076
 67.00393439  74.01231063
 67.00479258  75.01669727
 67.00574389  76.02205061
 67.00678864  77.02847103
 67.00792714  78.03605951
 67.00915976  79.04491764
 67.01048691  80.05514767
 67.01190900  81.06685257
 67.01342652  82.08013610
 67.01503995  83.09510283
 67.01674796  84.11185906
 67.01855447  85.13051012
 67.02045845  86.15116374
 67.02246050  87.17392841
 67.02456124  88.19891372
 67.02676135  89.22623039
 67.02906151  90.25599037
 67.03146245  91.28830683
 67.03396491  92.32329431
 67.03656968  93.36106867
 67.03927756  94.40174723
 67.04208939  95.44544874
 67.04500604  96.49229352
 67.04802839  97.54240341
 67.05115737  98.59590190
 67.05439393  99.65291415
 67.05773905 100.71356700
 67.06119854 101.77799389
 67.06476470 102.84631670
 67.06844269 103.91867158
 67.07223358 104.99519262
 67.07613849 106.07601583
 67.08015857 107.16127911
 67.08429498 108.25112228
 67.08854890 109.34568711
 67.09292151 110.44511730
 67.09741404 111.54955847
 67.10202769 112.65915817
 67.10676369 113.77406584
 67.11162327 114.89443274
 67.11660765 116.02041197
 67.12171806 117.15215833
 67.12695571 118.28982824
 67.13232181 119.43357969
 67.13781756 120.58357205
 67.14344412 121.73996595
 67.14920266 122.90292308
 67.15509429 124.07260599
 67.16112012 125.24917784
 67.16728123 126.43280215
 67.17357869 127.62364237
 67.18001372 128.82186146
 67.18658805 130.02762031
 67.19329299 131.24108747
 68.29439339  -5.02688651
 68.28466400  -3.78617151
 68.27512381  -2.55368517
 68.26577181  -1.32927640
 68.25660836  -0.11278671
 68.24763202   1.09594060
 68.23884307   2.29706601
 68.23023987   3.49075154
 68.22182123   4.67716004
 68.21358959   5.85645583
 68.20553791   7.02880095
 68.19766718   8.19435930
 68.18997593   9.35329366
 68.18246263  10.50576603
 68.17512568  11.65193744
 68.16796348  12.79196773
 68.16097438  13.92601537
 68.15415670  15.05423738
 68.14750878  16.17678914
 68.14102894  17.29382437
 68.13471549  18.40549501
 68.12856676  19.51195116
 68.12258111  20.61334106
 68.11675688  21.70981105
 68.11109245  22.80150556
 68.10558623  23.88856705
 68.10023662  24.97113610
 68.09504208  26.04935132
 68.09000109  27.12334944
 68.08511214  28.19326527
 68.08037190  29.25922902
 68.07578326  30.32137776
 68.07134229  31.37983755
 68.06704764  32.43473593
 68.06289803  33.48619874
 68.05889218  34.53435012
 68.05502888  35.57931260
 68.05130693  36.62120710
 68.04772518  37.66015299
 68.04428253  38.69626817
 68.04097790  39.72966907
 68.03781027  40.76047075
 68.03477866  41.78878694
 68.03188212  42.81473011
 68.02912005  43.83841172
 68.02649053  44.85994125
 68.02399351  45.87942782
 68.02162817  46.89697927
 68.01939374  47.91270241
 68.01728951  48.92670312
 68.01531479  49.93908636
 68.01346896  50.94995622
 68.01175142  51.95941602
 68.01016163  52.96756831
 68.00869907  53.97451495
 68.00736328  54.98035719
 68.00615384  55.98519568
 68.00507035  56.98913053
 68.00411245  57.99226145
 68.00327980  58.99468603
 68.00257239  59.99650629
 68.00198976  60.99781897
 68.00153172  61.99872232
 68.00119871  62.99931463
 68.00098894  63.99969302
 68.00090396  64.99995622
 68.00094331  66.00020149
 68.00110699  67.00052652
 68.00139515  68.00102899
 68.00180802  69.00180768
 68.00234410  70.00295847
 68.00300577  71.00458081
 68.00379421  72.00677354
 68.00470586  73.00963469
 68.00574318  74.01326339
 68.00690639  75.01775915
 68.00819582  76.02322193
 68.00961188  77.02975218
 68.01115501  78.03745088
 68.01282572  79.04641968
 68.01462452  80.05676085
 68.01655201  81.06857741
 68.01860882  82.08197314
 68.02079407  83.09705301
 68.02311120  84.11392233
 68.02555975  85.13268745
 68.02814041  86.15345582
 68.03085400  87.17633598
 68.03370137  88.20143753
 68.03668341  89.22887124
 68.03980108  90.25874908
 68.04305535  91.29118429
 68.04644723  92.32629142
 68.04997779  93.36418637
 68.05364812  94.40498648
 68.05745936  95.44881057
 68.06141269  96.49577896
 68.06550931  97.54601355
 68.06975049  98.59963787
 68.07413751  99.65677708
 68.07867170 100.71755809
 68.08335916 101.78211423
 68.08819270 102.85056761
 68.09317778 103.92305433
 68.09831587 104.99970851
 68.10360849 106.08066619
 68.10905719 107.16606529
 68.11466353 108.25604565
 68.12042911 109.35074907
 68.12635556 110.45031925
 68.13244450 111.55490185
 68.13869759 112.66464442
 68.14511648 113.77969640
 68.15170285 114.90020908
 68.15845836 116.02633552
 68.16538467 117.15823054
 68.17248344 118.29605055
 68.17975629 119.43995352
 68.18720486 120.59009879
 68.19483072 121.74664696
 68.20263545 122.90975968
 68.21062055 124.07959945
 68.21878750 125.25632937
 68.22713774 126.44011288
 68.23567267 127.63111333
 68.24439390 128.82949347
 68.25330310 130.03541378
 68.26239248 131.24904489
 69.37233042  -5.03796175
 69.36004950  -3.79703364
 69.34800629  -2.56433424
 69.33620165  -1.33971176
 69.32463420  -0.12301053
 69.31330333   1.08592762
 69.30220852   2.28726332
 69.29134841   3.48115798
 69.28072136   4.66777431
 69.27032581   5.84727555
 69.26016384   7.01982619
 69.25022767   8.18558770
 69.24051802   9.34472353
 69.23103295  10.49739561
 69.22177048  11.64376493
 69.21272856  12.78399128
 69.20390512  13.91823311
 69.19529807  15.04664743
 69.18690530  16.16938961
 69.17872469  17.28661336
 69.17075412  18.39847063
 69.16299151  19.50511154
 69.15543474  20.60668434
 69.14808175  21.70333539
 69.14093049  22.79520912
 69.13397894  23.88244806
 69.12722510  24.96519279
 69.12066702  26.04358196
 69.11430278  27.11775232
 69.10813049  28.18783875
 69.10214628  29.25397138
 69.09635295  30.31628748
 69.09074608  31.37491308
 69.08532398  32.42997579
 69.08008499  33.48160146
 69.07502752  34.52991430
 69.07015001  35.57503686
 69.06545097  36.61709010
 69.06092894  37.65619346
 69.05658251  38.69246487
 69.05241034  39.72602080
 69.04841111  40.75697637
 69.04458358  41.78544534
 69.04092656  42.81154018
 69.03743891  43.83537220
 69.03411987  44.85705172
 69.03096728  45.87668716
 69.02798095  46.89438659
 69.02515990  47.91025690
 69.02250323  48.92440399
 69.02001007  49.93693287
 69.01767964  50.94794769
 69.01551119  51.95755180
 69.01350401  52.96584781
 69.01165748  53.97293762
 69.00997101  54.97892253
 69.00844404  55.98390322
 69.00707609  56.98797986
 69.00586672  57.99125218
 69.00481541  58.99381784
 69.00392230  59.99577901
 69.00318671  60.99723233
 69.00260830  61.99827606
 69.00218731  62.99900827
 69.00192302  63.99952725
 69.00181576  64.99993051
 69.00186543  66.00031587
 69.00207205  67.00078106
 69.00243571  68.00142384
 69.00295661  69.00234199
 69.00363491  70.00363439
 69.00447064  71.00539695
 69.00546442  72.00773081
 69.00661562  73.01073342
 69.00792530  74.01450382
 69.00939390  75.01914166
 69.01102185  76.02474695
 69.01280967  77.03142018
 69.01475792  78.03926240
 69.01686723  79.04837529
 69.01913826  80.05886117
 69.02157176  81.07082310
 69.02416850  82.08436492
 69.02692778  83.09959165
 69.02985325  84.11660862
 69.03294460  85.13552225
 69.03620276  86.15644003
 69.03962874  87.17947053
 69.04322362  88.20472342
 69.04698854  89.23230952
 69.05092469  90.26234082
 69.05503330  91.29493063
 69.05931566  92.33019352
 69.06377310  93.36824546
 69.06840702  94.40920384
 69.07321884  95.45318751
 69.07821006  96.50031684
 69.08338222  97.55071378
 69.08873689  98.60450189
 69.09427570  99.66180640
 69.10000035 100.72275425
 69.10591720 101.78747866
 69.11201957 102.85610203
 69.11831323 103.92876039
 69.12480006 105.00558791
 69.13148196 106.08672064
 69.13836087 107.17229655
 69.14543879 108.26245551
 69.15271773 109.35733933
 69.16019972 110.45709177
 69.16788683 111.56185847
 69.17578113 112.67178701
 69.18388474 113.78702684
 69.19219974 114.90772926
 69.20072824 116.03404734
 69.20947235 117.16613587
 69.21843414 118.30415126
 69.22761568 119.44825145
 69.23701902 120.59859575
 69.24664616 121.75534471
 69.25649905 122.91865994
 69.26657960 124.08870387
 69.27688967 125.26563952
 69.28743102 126.44963021
 69.29820543 127.64083918
 69.30921484 128.83942889
 69.32046044 130.04555957
 69.33194366 131.25940005
 70.45083595  -5.05160610
 70.43600163  -3.81041566
 70.42145374  -2.57745404
 70.40719364  -1.35256917
 70.39321953  -0.13560570
 70.37953217   1.07359129
 70.36612882   2.27518567
 70.35300916   3.46933785
 70.34017113   4.65621011
 70.32761277   5.83596554
 70.31533206   7.00876739
 70.30333057   8.17477996
 70.29160003   9.33416393
 70.28014073  10.48708201
 70.26895028  11.63369511
 70.25802621  12.77416298
 70.24736604  13.90864405
 70.23696725  15.03729528
 70.22682730  16.16027205
 70.21694363  17.27772807
 70.20731369  18.38981528
 70.19793496  19.49668382
 70.18880490  20.59848195
 70.17992101  21.69535608
 70.17128082  22.78745065
 70.16288190  23.87490821
 70.15472184  24.95786939
 70.14679826  26.03647289
 70.13910887  27.11085548
 70.13165137  28.18115209
 70.12442144  29.24749289
 70.11742166  30.31001518
 70.11064718  31.36884510
 70.10409595  32.42411026
 70.09776597  33.47593661
 70.09165532  34.52444838
 70.08576210  35.56976817
 70.08008452  36.61201703
 70.07462080  37.65131441
 70.06936925  38.68777831
 70.06432823  39.72152527
 70.05949616  40.75267045
 70.05487154  41.78132768
 70.05045291  42.80760947
 70.04623890  43.83162716
 70.04222819  44.85349091
 70.03841984  45.87330998
 70.03481156  46.89119177
 70.03140300  47.90724342
 70.02819304  48.92157088
 70.02518066  49.93427923
 70.02236489  50.94547267
 70.01974483  51.95525461
 70.01731964  52.96372772
 70.01508855  53.97099396
 70.01305084  54.97715466
 70.01120587  55.98231059
 70.00955304  56.98656196
 70.00809180  57.99000855
 70.00682154  58.99274808
 70.00574243  59.99488287
 70.00485364  60.99650945
 70.00415538  61.99772650
 70.00364593  62.99863129
 70.00332668  63.99932288
 70.00319706  64.99989874
 70.00325705  66.00045671
 70.00350668  67.00109458
 70.00394605  68.00191018
 70.00457529  69.00300138
 70.00539417  70.00446744
 70.00640460  71.00640385
 70.00760474  72.00891052
 70.00899635  73.01208721
 70.01057889  74.01603230
 70.01235335  75.02084523
 70.01432034  76.02662613
 70.01648048  77.03347556
 70.01883446  78.04149463
 70.02138304  79.05078507
 70.02412701  80.06144927
 70.02706728  81.07359034
 70.03020478  82.08731218
 70.03353897  83.10271986
 70.03707368  84.11991878
 70.04080882  85.13901541
 70.04474549  86.16011729
 70.04888494  87.18333306
 70.05322846  88.20877244
 70.05777743  89.23654629
 70.06253329  90.26676670
 70.06749752  91.29954700
 70.07267169  92.33500183
 70.07805740  93.37324723
 70.08365633  94.41440062
 70.08947023  95.45858091
 70.09550088  96.50590855
 70.10175015  97.55650553
 70.10821995  98.61049546
 70.11491226  99.66800363
 70.12182910 100.72915704
 70.12897712 101.79408881
 70.13635015 102.86292163
 70.14395429 103.93579148
 70.15179178 105.01283255
 70.15986494 106.09418097
 70.16817611 107.17997472
 70.17672769 108.27035372
 70.18552209 109.36545982
 70.19456179 110.46543678
 70.20384927 111.57043029
 70.21338704 112.68058795
 70.22317764 113.79605922
 70.23322359 114.91699539
 70.24352744 116.04354955
 70.25409173 117.17587646
 70.26491896 118.31413253
 70.27601163 119.45847566
 70.28737220 120.60906512
 70.29900309 121.76606143
 70.31090664 122.92962609
 70.32308515 124.09992149
 70.33554083 125.27711052
 70.34827581 126.46135638
 70.36129220 127.65282212
 70.37459231 128.85166988
 70.38817593 130.05806036
 70.40203866 131.27216228
 71.53003440  -5.06782230
 71.51263824  -3.82632008
 71.49558324  -2.59304700
 71.47886430  -1.36785148
 71.46248195  -0.15057887
 71.44643410   1.05892812
 71.43072001   2.26083029
 71.41533734   3.45528843
 71.40028522   4.64246469
 71.38556096   5.82252207
 71.37116217   6.99562367
 71.35708639   8.16193244
 71.34333454   9.32161215
 71.32989803  10.47482253
 71.31677664  11.62172531
 71.30396751  12.76248019
 71.29146773  13.89724556
 71.27927434  15.02617834
 71.26738439  16.14943392
 71.25579488  17.26716598
 71.24450285  18.37952648
 71.23350532  19.48666557
 71.22279934  20.58873154
 71.21238198  21.68587080
 71.20225034  22.77822785
 71.19240158  23.86594528
 71.18283287  24.94916374
 71.17354145  26.02802199
 71.16452460  27.10265685
 71.15577966  28.17320330
 71.14730188  29.23979158
 71.13909350  30.30255898
 71.13114934  31.36163174
 71.12346697  32.41713757
 71.11604407  33.46920245
 71.10887835  34.51795068
 71.10196761  35.56350493
 71.09530972  36.60598629
 71.08890262  37.64551431
 71.08274432  38.68220703
 71.07683289  39.71618108
 71.07116648  40.74755166
 71.06574332  41.77643267
 71.06056172  42.80293672
 71.05562004  43.82717516
 71.05091674  44.84925823
 71.04645035  45.86929503
 71.04221972  46.88739381
 71.03822256  47.90366102
 71.03445830  48.91820291
 71.03092574  49.93112460
 71.02762374  50.94253038
 71.02455125  51.95252373
 71.02170727  52.96120737
 71.01909092  53.96868334
 71.01670134  54.97505304
 71.01453777  55.98041729
 71.01259953  56.98487638
 71.01088596  57.98853016
 71.00939639  58.99147644
 71.00813093  59.99381758
 71.00708864  60.99565007
 71.00626920  61.99707238
 71.00567228  62.99818302
 71.00529787  63.99907983
 71.00514581  64.99986085
 71.00521664  66.00062608
 71.00550950  67.00146923
 71.00602474  68.00249026
 71.00676252  69.00378710
 71.00772300  70.00545775
 71.00890665  71.00760007
 71.01031471  72.01031368
 71.01194600  73.01369663
 71.01380228  74.01784924
 71.01588323  75.02287038
 71.01818989  76.02886006
 71.02072304  77.03591896
 71.02348350  78.04414827
 71.02647214  79.05364979
 71.02968992  80.06452598
 71.03313788  81.07688002
 71.03681712  82.09081586
 71.04072883  83.10643828
 71.04487236  84.12385386
 71.04925245  85.14316802
 71.05386888  86.16448876
 71.05872308  87.18792477
 71.06381661  88.21358584
 71.06915105  89.24158290
 71.07472810  90.27202810
 71.08054950  91.30503484
 71.08661708  92.34071785
 71.09293273  93.37919320
 71.09949841  94.42057840
 71.10631618  95.46499244
 71.11338812  96.51255581
 71.12071642  97.56339056
 71.12830333  98.61762040
 71.13615115  99.67537066
 71.14426228 100.73676840
 71.15264364 101.80194667
 71.16128956 102.87102846
 71.17020644 103.94414968
 71.17939694 105.02144460
 71.18886375 106.10304938
 71.19860962 107.18910206
 71.20863735 108.27974259
 71.21894979 109.37511287
 71.22954980 110.47535670
 71.24044031 111.58061978
 71.25162426 112.69104975
 71.26310460 113.80679606
 71.27488431 114.92801004
 71.28696635 116.05484475
 71.29935369 117.18745495
 71.31204928 118.32599703
 71.32505602 119.47062885
 71.33837679 120.62150964
 71.35201440 121.77879984
 71.36597162 122.94266089
 71.38025110 124.11325505
 71.39485541 125.29074512
 71.40978704 126.47529412
 71.42504844 127.66706488
 71.44064222 128.86621909
 71.45656593 130.07291962
 71.47281929 131.28732847
 72.61003535  -5.08661263
 72.59008142  -3.84474990
 72.57051240  -2.61111621
 72.55133210  -1.38556070
 72.53253676  -0.16792877
 72.51412582   1.04193645
 72.49609697   2.24419448
 72.47844854   3.43900655
 72.46117856   4.62653481
 72.44428480   5.80694189
 72.42776435   6.98039066
 72.41161438   8.14704392
 72.39583194   9.30706403
 72.38041719  10.46061398
 72.36536142  11.60785237
 72.35066381  12.74893978
 72.33632103  13.88403454
 72.32232971  15.01329356
 72.30868647  16.13687219
 72.29538789  17.25492412
 72.28243056  18.36760131
 72.26981110  19.47505392
 72.25752612  20.57743027
 72.24557226  21.67487679
 72.23394622  22.76753804
 72.22264472  23.85555662
 72.21166454  24.93907326
 72.20100251  26.01822674
 72.19065551  27.09315397
 72.18062050  28.16398997
 72.17089237  29.23086513
 72.16147291  30.29391659
 72.15235664  31.35327082
 72.14354079  32.40905557
 72.13502268  33.46139691
 72.12679969  34.51041920
 72.11886929  35.55624520
 72.11122904  36.59899605
 72.10387658  37.63879138
 72.09680961  38.67574932
 72.09002593  39.70998656
 72.08352342  40.74161840
 72.07730004  41.77075880
 72.07135384  42.79752044
 72.06568295  43.82201478
 72.06028561  44.84435208
 72.05516011  45.86464154
 72.05030542  46.88299151
 72.04571841  47.89950858
 72.04139867  48.91429901
 72.03734481  49.92746800
 72.03355554  50.93911991
 72.03002964  51.94935829
 72.02676598  52.95828596
 72.02376353  53.96600504
 72.02102132  54.97261699
 72.01853848  55.97822271
 72.01631421  56.98292258
 72.01434776  57.98681653
 72.01263847  58.99000254
 72.01118625  59.99258280
 72.00999035  60.99465445
 72.00904959  61.99631466
 72.00836458  62.99766328
 72.00793507  63.99879995
 72.00776096  64.99981889
 72.00784186  66.00082006
 72.00817790  67.00190125
 72.00876918  68.00316042
 72.00961590  69.00469560
 72.01071829  70.00660498
 72.01207664  71.00898688
 72.01369147  72.01193962
 72.01556424  73.01556289
 72.01769386  74.01995531
 72.02008227  75.02521769
 72.02272939  76.03144942
 72.02563636  77.03875114
 72.02880417  78.04722416
 72.03223383  79.05697035
 72.03592643  80.06809225
 72.03988317  81.08069314
 72.04410531  82.09487705
 72.04859420  83.11074882
 72.05334942  84.12841508
 72.05837584  85.14798140
 72.06367347  86.16955581
 72.06924396  87.19324710
 72.07508907  88.21916512
 72.08121066  89.24742090
 72.08761064  90.27812666
 72.09429102  91.31139587
 72.10125389  92.34734334
 72.10850144  93.38608522
 72.11603591  94.42773912
 72.12385963  95.47242406
 72.13197504  96.52026065
 72.14038462  97.57137100
 72.14909095  98.62587889
 72.15809669  99.68390973
 72.16740457 100.74559064
 72.17701739 101.81105050
 72.18694318 102.88042494
 72.19717549 103.95383750
 72.20772173 105.03142661
 72.21858500 106.11332849
 72.22976844 107.19968124
 72.24127526 108.29062487
 72.25310871 109.38630129
 72.26527210 110.48685437
 72.27776876 111.59242984
 72.29060205 112.70317534
 72.30377537 113.81924037
 72.31729210 114.94077624
 72.33115565 116.06793602
 72.34536941 117.20087447
 72.35993675 118.33974792
 72.37486100 119.48471421
 72.39014544 120.63593251
 72.40579328 121.79356318
 72.42180767 122.95776757
 72.43819164 124.12870781
 72.45494811 125.30654657
 72.47207992 126.49144667
 72.48958986 127.68357066
 72.50748069 128.88307970
 72.52574782 130.09014063
 72.54439554 131.30490512
 73.69096156  -5.10798052
 73.66844385  -3.86570836
 73.64635904  -2.63166514
 73.62471395  -1.40570064
 73.60350229  -0.18766086
 73.58272405   1.02261137
 73.56237642   2.22527449
 73.54245752   3.42048844
 73.52296654   4.60841676
 73.50389905   5.78922127
 73.48525285   6.96306464
 73.46702462   8.13010946
 73.44921102   9.29051796
 73.43180862  10.44445170
 73.41481389  11.59207135
 73.39822679  12.73353811
 73.38203714  13.86900741
 73.36624408  14.99863740
 73.35084377  16.12258339
 73.33583241  17.24099907
 73.32120614  18.35403640
 73.30696115  19.46184556
 73.29309364  20.56457489
 73.27959983  21.66237087
 73.26647600  22.75537807
 73.25371845  23.84373918
 73.24132356  24.92759494
 73.22928775  26.00708423
 73.21760753  27.08234400
 73.20627944  28.15350934
 73.19529807  29.22071083
 73.18466467  30.28408541
 73.17437352  31.34375979
 73.16442149  32.39986182
 73.15480555  33.45251761
 73.14552276  34.50185164
 73.13657027  35.54798674
 73.12794530  36.59104413
 73.11964519  37.63114354
 73.11166736  38.66840317
 73.10400932  39.70293980
 73.09666868  40.73486882
 73.08964314  41.76430428
 73.08293050  42.79135895
 73.07652864  43.81614438
 73.07043555  44.83877092
 73.06464934  45.85934782
 73.05916818  46.87798331
 73.05399072  47.89478480
 73.04911414  48.90985796
 73.04453772  49.92330826
 73.04025998  50.93524016
 73.03627956  51.94575731
 73.03259519  52.95496259
 73.02920570  53.96295821
 73.02610999  54.96984574
 73.02330709  55.97572616
 73.02079608  56.98069994
 73.01857611  57.98486715
 73.01664663  58.98832589
 73.01500717  59.99117807
 73.01365666  60.99352067
 73.01259486  61.99545250
 73.01182159  62.99707377
 73.01133695  63.99847935
 73.01114025  64.99976914
 73.01123154  66.00104101
 73.01161088  67.00239295
 73.01227839  68.00392301
 73.01323428  69.00572931
 73.01447883  70.00791015
 73.01601243  71.01056399
 73.01783550  72.01378953
 73.01994867  73.01768551
 73.02235363  74.02235190
 73.02504935  75.02788797
 73.02803805  76.03439498
 73.03131982  77.04197297
 73.03489599  78.05072324
 73.03876775  79.06074777
 73.04293634  80.07214922
 73.04740310  81.08503092
 73.05216947  82.09949702
 73.05723696  83.11565245
 73.06260536  84.13360388
 73.06827969  85.15345704
 73.07426018  86.17532003
 73.08054870  87.19930171
 73.08714724  88.22551204
 73.09405787  89.25406212
 73.10128278  90.28506427
