# Second test
 12.88709324  26.66233294
 12.95344123  27.77538723
 13.01775909  28.88424727
 13.08005914  29.98904792
 13.14035372  31.08992306
 13.19865521  32.18700554
 13.25497593  33.28042718
 13.30932809  34.37031870
 13.36172380  35.45680974
 13.41217497  36.54002882
 13.46069330  37.62010337
 13.50729026  38.69715974
 13.55197704  39.77132316
 13.59476738  40.84271550
 13.63566635  41.91146440
 13.67468685  42.97768978
 13.71183875  44.04151274
 13.74713157  45.10305340
 13.78057444  46.16243097
 13.81217607  47.21976373
 13.84194477  48.27516912
 13.86988842  49.32876374
 13.89601448  50.38066343
 13.92032660  51.43098588
 13.94283811  52.47984018
 13.96355171  53.52734275
 13.98247304  54.57360673
 13.99960725  55.61874469
 14.01495906  56.66286870
 14.02853267  57.70609037
 14.04033183  58.74852092
 14.05035981  59.79027116
 14.05861937  60.83145162
 14.06511280  61.87217257
 14.06984192  62.91254406
 14.07280802  63.95267596
 14.07401193  64.99267805
 14.07345398  66.03266006
 14.07113401  67.07273168
 14.06705139  68.11300267
 14.06120495  69.15358285
 14.05359310  70.19458222
 14.04421369  71.23611094
 14.03306415  72.27827945
 14.02014137  73.32119845
 14.00544181  74.36497900
 13.98895985  75.40972958
 13.97069444  76.45556885
 13.95063857  77.50260519
 13.92878678  78.55095155
 13.90513317  79.60072149
 13.87967136  80.65202919
 13.85239459  81.70498959
 13.82329563  82.75971845
 13.79236638  83.81633146
 13.75959947  84.87494606
 13.72498593  85.93568024
 13.68851544  86.99865241
 13.65018056  88.06398348
 13.60997087  89.13179324
 13.56787614  90.20220323
 13.52388586  91.27533590
 13.47799132  92.35132185
 13.43017834  93.43027573
 13.38043696  94.51232768
 13.32875567  95.59760471
 13.27512278  96.68623493
 13.21952641  97.77834759
 13.16195454  98.87407305
 13.10238340  99.97354241
 13.04081943 101.07688860
 12.97724224 102.18424487
 12.91163955 103.29574579
 12.84399912 104.41152689
 12.77430891 105.53172469
 12.70255704 106.65647654
 12.62873192 107.78592050
 12.55282235 108.92019515
 12.47481766 110.05943929
 12.39470793 111.20379182
 12.31249001 112.35339578
 12.22813906 113.50837961
 12.14166158 114.66889087
 12.05305135 115.83505364
 11.96230275 117.00704456
 11.86939811 118.18496455
 11.77435857 119.36896243
 11.67717373 120.55916452
 11.57784877 121.75570662
 11.47635925 122.95871853
 11.37275381 124.16832431
 11.26702569 125.38464679
 11.15918786 126.60780234
 11.04926916 127.83790650
 10.93726004 129.07505362
 10.82320578 130.31934890
 10.70714050 131.57087224
 10.58908490 132.82973682
 10.46908713 134.09599136
 11.26569937  -7.92198820
 11.38939129  -6.63219385
 11.51131280  -5.35001310
 11.63140784  -4.07540809
 11.74962602  -2.80832785
 11.86592308  -1.54870759
 11.98026245  -0.29647527
 12.09260956   0.94845413
 12.20293705   2.18617637
 12.31122195   3.41678777
 12.41744527   4.64039620
 12.52158998   5.85711789
 12.62364436   7.06706852
 12.72360065   8.27037175
 12.82145112   9.46715426
 12.91719265  10.65754570
 13.01082385  11.84167916
 13.10234525  13.01968873
 13.19175951  14.19171144
 13.27906967  15.35788538
 13.36428157  16.51834947
 13.44740333  17.67324278
 13.52844030  18.82270547
 13.60740325  19.96687857
 13.68429918  21.10590199
 13.75914337  22.23991550
 13.83194167  23.36905921
 13.90270706  24.49347171
 13.97145132  25.61329179
 14.03818626  26.72865694
 14.10292405  27.83970398
 14.16567858  28.94657051
 14.22645992  30.04938904
 14.28528155  31.14829443
 14.34215590  32.24341951
 14.39709535  33.33489602
 14.45011213  34.42285455
 14.50121836  35.50742457
 14.55042594  36.58873441
 14.59774654  37.66691127
 14.64319158  38.74208122
 14.68677222  39.81436922
 14.72849929  40.88389913
 14.76838329  41.95079376
 14.80643441  43.01517484
 14.84266244  44.07716311
 14.87707680  45.13687833
 14.90968654  46.19443928
 14.94050029  47.24996385
 14.96952626  48.30356906
 14.99677225  49.35537109
 15.02224562  50.40548532
 15.04595329  51.45402640
 15.06790173  52.50110828
 15.08809697  53.54684423
 15.10654457  54.59134693
 15.12324962  55.63472850
 15.13821676  56.67710053
 15.15145015  57.71857418
 15.16295348  58.75926015
 15.17272997  59.79926880
 15.18078234  60.83871019
 15.18711286  61.87769408
 15.19172330  62.91633004
 15.19461495  63.95472749
 15.19578862  64.99299569
 15.19524464  66.03124389
 15.19298285  67.06958131
 15.18900262  68.10811720
 15.18330282  69.14696093
 15.17588185  70.18622199
 15.16673762  71.22601007
 15.15586758  72.26643512
 15.14326867  73.30760737
 15.12893740  74.34963740
 15.11286977  75.39263620
 15.09505988  76.43671267
 15.07550598  77.48198443
 15.05420084  78.52856057
 15.03113862  79.57655417
 15.00631303  80.62607896
 14.97971736  81.67724938
 14.95134452  82.73018066
 14.92118686  83.78498867
 14.88923526  84.84178920
 14.85548379  85.90070189
 14.81992117  86.96184255
 14.78253857  88.02533283
 14.74332699  89.09129213
 14.70227605  90.15984159
 14.65937529  91.23110339
 14.61461557  92.30520570
 14.56798348  93.38226608
 14.51946880  94.46241310
 14.46906003  95.54577351
 14.41674547  96.63247523
 14.36251322  97.72264731
 14.30635124  98.81641993
 14.24824734  99.91392446
 14.18817647 101.01529311
 14.12614699 102.12065962
 14.06213750 103.23015842
 13.99613562 104.34392514
 13.92812910 105.46209640
 13.85810584 106.58480978
 13.78605396 107.71220367
 13.71196192 108.84441714
 13.63581858 109.98158971
 13.55761343 111.12386110
 13.47733671 112.27137110
 13.39498399 113.42426277
 13.31053449 114.58266764
 13.22399596 115.74672813
 13.13536201 116.91659169
 13.04460013 118.09239525
 12.95174039 119.27426535
 12.85677726 120.46235206
 12.75970483 121.65677555
 12.66052925 122.85767266
 12.55922487 124.06517273
 12.45584522 125.27939836
 12.35038276 126.50047126
 12.24287090 127.72851144
 12.13328123 128.96361582
 12.02166471 130.20589310
 11.90804821 131.45543967
 11.79246682 132.71233295
 11.67494444 133.97667867
 12.47429930  -7.79910316
 12.59547699  -6.51104391
 12.71488342  -5.23065615
 12.83246571  -3.95789530
 12.94817895  -2.69270505
 13.06198168  -1.43501207
 13.17384162  -0.18474157
 13.28372643   1.05819764
 13.39161209   2.29390562
 13.49747902   3.52248056
 13.60130891   4.74404070
 13.70308882   5.95869938
 13.80280819   7.16657744
 13.90046228   8.36780125
 13.99604342   9.56250065
 14.08955141  10.75080713
 14.18098556  11.93285558
 14.27034780  13.10878331
 14.35764087  14.27872779
 14.44287260  15.44282888
 14.52604592  16.60122326
 14.60716855  17.75405864
 14.68625165  18.90146923
 14.76330315  20.04360082
 14.83833188  21.18059237
 14.91135192  22.31258497
 14.98236878  23.43971951
 15.05139909  24.56213412
 15.11845339  25.67996838
 15.18354385  26.79336026
 15.24668251  27.90244614
 15.30788213  29.00736261
 15.36715515  30.10824439
 15.42451407  31.20522535
 15.47997138  32.29843821
 15.53354130  33.38801654
 15.58523307  34.47408778
 15.63506007  35.55678246
 15.68303415  36.63622869
 15.72916694  37.71255344
 15.77346980  38.78588250
 15.81595378  39.85634053
 15.85662965  40.92405108
 15.89550783  41.98913660
 15.93259838  43.05171850
 15.96791102  44.11191713
 16.00145507  45.16985185
 16.03323946  46.22564107
 16.06327272  47.27940227
 16.09156297  48.33125203
 16.11811791  49.38130612
 16.14294480  50.42967949
 16.16605046  51.47648635
 16.18744129  52.52184017
 16.20712321  53.56585381
 16.22510171  54.60863947
 16.24138181  55.65030882
 16.25596807  56.69097298
 16.26886460  57.73074263
 16.28007503  58.76972803
 16.28960252  59.80803905
 16.29744977  60.84578527
 16.30361899  61.88307599
 16.30811194  62.92002030
 16.31092988  63.95672712
 16.31207361  64.99330527
 16.31154346  66.02986350
 16.30933927  67.06651055
 16.30546041  68.10335521
 16.29990577  69.14050636
 16.29267379  70.17807301
 16.28376241  71.21616439
 16.27316911  72.25488996
 16.26089089  73.29435949
 16.24692429  74.33468309
 16.23126539  75.37597126
 16.21390811  76.41833218
 16.19485131  77.46188363
 16.17408754  78.50673389
 16.15161105  79.55299560
 16.12741563  80.60078202
 16.10149464  81.65020713
 16.07384105  82.70138570
 16.04444727  83.75443350
 16.01330549  84.80946589
 15.98040737  85.86660065
 15.94574372  86.92595587
 15.90930501  87.98764974
 15.87108263  89.05180382
 15.83106635  90.11853800
 15.78924571  91.18797420
 15.74561002  92.26023531
 15.70015032  93.33545133
 15.65285235  94.41373905
 15.60370596  95.49522853
 15.55269945  96.58004744
 15.49982095  97.66832464
 15.44505841  98.76019014
 15.38839963  99.85577515
 15.32982231 100.95521203
 15.26932994 102.05863425
 15.20690316 103.16617630
 15.14252945 104.27797385
 15.07619639 105.39416363
 15.00789171 106.51488337
 14.93760330 107.64027172
 14.86531934 108.77046813
 14.79102836 109.90561268
 14.71471934 111.04584580
 14.63638196 112.19130813
 14.55601620 113.34214561
 14.47358793 114.49848564
 14.38910877 115.66047836
 14.30257409 116.82826059
 14.21397184 118.00198017
 14.12329144 119.18177141
 14.03054089 120.36776367
 13.93572595 121.56011031
 13.83883799 122.75892604
 13.73986418 123.96435085
 13.63883837 125.17650859
 13.53575891 126.39552492
 13.43063749 127.62151853
 13.32350801 128.85460707
 13.21434488 130.09488561
 13.10320003 131.34245976
 12.99010173 132.59742237
 12.87508616 133.85984807
 13.67737977  -7.67873761
 13.79601125  -6.39241594
 13.91287359  -5.11381923
 14.02791903  -3.84289598
 14.14110492  -2.57958259
 14.25239401  -1.32380463
 14.36175870  -0.07547855
 14.46916812   1.16549083
 14.57460181   2.39920523
 14.67804152   3.62577390
 14.77947252   4.84531142
 14.87888358   6.05793701
 14.97626561   7.26377432
 15.07161717   8.46295195
 15.16492924   9.65560339
 15.25620641  10.84186198
 15.34544700  12.02186323
 15.43265548  13.19574630
 15.51783418  14.36365228
 15.60099069  15.52571941
 15.68213302  16.68209043
 15.76126791  17.83290604
 15.83840390  18.97831002
 15.91355159  20.11844425
 15.98672244  21.25344774
 16.05792696  22.38346436
 16.12717543  23.50863323
 16.19448134  24.62909511
 16.25985662  25.74498816
 16.32331125  26.85645166
 16.38486306  27.96362140
 16.44451962  29.06663470
 16.50229554  30.16562592
 16.55820317  31.26072844
 16.61225502  32.35207568
 16.66446340  33.43979880
 16.71484052  34.52402807
 16.76339838  35.60489255
 16.81014877  36.68252013
 16.85510540  37.75703967
 16.89827587  38.82857314
 16.93967277  39.89724642
 16.97930675  40.96318272
 17.01718811  42.02650416
 17.05332682  43.08733178
 17.08773247  44.14578556
 17.12041427  45.20198448
 17.15138104  46.25604656
 17.18064119  47.30808885
 17.20820273  48.35822754
 17.23407325  49.40657797
 17.25825990  50.45325464
 17.28076941  51.49837134
 17.30160806  52.54204110
 17.32078170  53.58437632
 17.33829573  54.62548877
 17.35415508  55.66548963
 17.36836426  56.70448960
 17.38092729  57.74259888
 17.39184774  58.77992727
 17.40112874  59.81658417
 17.40877291  60.85267870
 17.41478246  61.88831970
 17.41915910  62.92361577
 17.42190407  63.95867538
 17.42301816  64.99360687
 17.42250170  66.02851853
 17.42035453  67.06351862
 17.41657602  68.09871546
 17.41116511  69.13421746
 17.40412022  70.17013318
 17.39543936  71.20657136
 17.38512004  72.24364101
 17.37315931  73.28145142
 17.35955378  74.32011225
 17.34429957  75.35973354
 17.32739047  76.40042276
 17.30882590  77.44229774
 17.28859823  78.48546608
 17.26670178  79.53003994
 17.24313046  80.57613213
 17.21787772  81.62385620
 17.19093658  82.67332643
 17.16229975  83.72465793
 17.13195934  84.77796664
 17.09990576  85.83336905
 17.06613372  86.89098262
 17.03063110  87.95092584
 16.99338877  89.01331938
 16.95439793  90.07828331
 16.91364792  91.14593897
 16.87112815  92.21640902
 16.82682934  93.28982150
 16.78073791  94.36629535
 16.73284354  95.44595938
 16.68313458  96.52894104
 16.63159920  97.61536895
 16.57822537  98.70537294
 16.52300089  99.79908406
 16.46591345 100.89663458
 16.40693944 101.99815803
 16.34608443 103.10378875
 16.28332802 104.21366245
 16.21865768 105.32791593
 16.15206097 106.44668706
 16.08352564 107.57011466
 16.01303962 108.69833851
 15.94059118 109.83149909
 15.86616895 110.96973747
 15.78976210 112.11319503
 15.71136053 113.26201327
 15.63096218 114.41633791
 15.54853894 115.57629987
 15.46409895 116.74204851
 15.37763828 117.91371945
 15.28914358 119.09146538
 15.19860767 120.27541598
 15.10603688 121.46570083
 15.01144238 122.66247982
 14.91481122 123.86585963
 14.81612994 125.07598280
 14.71543847 126.29297130
 14.61273407 127.51694968
 14.50802963 128.74803458
 14.40135934 129.98634094
 14.29270121 131.23196167
 14.18210787 132.48499887
 14.06960907 133.74554134
 14.87503747  -7.56092620
 14.99109291  -6.27633941
 15.10538588  -4.99952658
 15.21787214  -3.73043111
 15.32851242  -2.46898204
 15.43727265  -1.21510091
 15.54412932   0.03130089
 15.64905309   1.27032333
 15.75202651   2.50207200
 15.85303369   3.72665972
 15.95206206   4.94420447
 16.04910234   6.15482873
 16.14414674   7.35865878
 16.23719567   8.55582707
 16.32824421   9.74646633
 16.41729288  10.93071346
 16.50434470  12.10870721
 16.58940467  13.28058691
 16.67247606  14.44649301
 16.75356712  15.60656942
 16.83268511  16.76095695
 16.90983961  17.90979873
 16.98503963  19.05323764
 17.05829502  20.19141674
 17.12961636  21.32447970
 17.19901694  22.45256276
 17.26650736  23.57581137
 17.33210009  24.69436536
 17.39580627  25.80836283
 17.45763982  26.91794304
 17.51761309  28.02324225
 17.57573821  29.12439764
 17.63202796  30.22154278
 17.68649570  31.31481266
 17.73915289  32.40433943
 17.79001196  33.49025476
 17.83908566  34.57268757
 17.88638556  35.65176793
 17.93192339  36.72762304
 17.97571058  37.80037931
 18.01775827  38.87016195
 18.05807733  39.93709500
 18.09668028  41.00130316
 18.13357386  42.06290524
 18.16876945  43.12202318
 18.20227651  44.17877660
 18.23410413  45.23328408
 18.26426099  46.28566325
 18.29275538  47.33603075
 18.31959520  48.38450237
 18.34478790  49.43119302
 18.36834053  50.47621678
 18.39025971  51.51968699
 18.41055162  52.56171628
 18.42922200  53.60241657
 18.44627616  54.64189921
 18.46171896  55.68027492
 18.47555482  56.71765396
 18.48778769  57.75414606
 18.49842108  58.78986056
 18.50745806  59.82490644
 18.51490121  60.85939232
 18.52075270  61.89342660
 18.52501420  62.92711742
 18.52768695  63.96057279
 18.52877171  64.99390058
 18.52826880  66.02720862
 18.52617807  67.06060472
 18.52249892  68.09419672
 18.51723027  69.12809259
 18.51037061  70.16240040
 18.50191795  71.19722846
 18.49186987  72.23268531
 18.48022346  73.26887978
 18.46697540  74.30592108
 18.45212187  75.34391879
 18.43565865  76.38298298
 18.41757933  77.42322175
 18.39788248  78.46475170
 18.37656043  79.50768134
 18.35360714  80.55212307
 18.32901619  81.59818995
 18.30278071  82.64599583
 18.27489345  83.69565541
 18.24534663  84.74728446
 18.21413228  85.80099835
 18.18124184  86.85691500
 18.14666592  87.91515271
 18.11039503  88.97582980
 18.07242026  90.03906824
 18.03273133  91.10498820
 17.99131765  92.17371207
 17.94816840  93.24536322
 17.90327456  94.32007166
 17.85662170  95.39795556
 17.80819962  96.47914533
 17.75799652  97.56376938
 17.70600042  98.65195735
 17.65219918  99.74384011
 17.59658050 100.83954977
 17.53913196 101.93921971
 17.47982852 103.04298470
 17.41867815 104.15097992
 17.35565934 105.26334239
 17.29075954 106.38021005
 17.22396635 107.50172191
 17.15526756 108.62801796
 17.08465120 109.75923904
 17.01210563 110.89552669
 16.93761967 112.03702296
 16.86118271 113.18387012
 16.78278492 114.33621057
 16.70242244 115.49418988
 16.62007281 116.65794227
 16.53574082 117.82761621
 16.44941998 119.00333531
 16.36110821 120.18528808
 16.27078502 121.37357063
 16.17847357 122.56833285
 16.08416357 123.76970455
 15.98786187 124.97782122
 15.88954622 126.19281547
 15.78926354 127.41480710
 15.68700968 128.64391922
 15.58279882 129.88026611
 15.47666526 131.12395959
 15.36859144 132.37509008
 15.25863033 133.63375566
 16.06736937  -7.44569733
 16.18082449  -6.16283942
 16.29252680  -4.88780082
 16.40243510  -3.62051938
 16.51051450  -2.36091764
 16.61673591  -1.10891424
 16.72107201   0.13558669
 16.82350249   1.37268741
 16.92401017   2.60249791
 17.02258132   3.82513439
 17.11920540   5.04071807
 17.21387489   6.24937440
 17.30658318   7.45123220
 17.39733320   8.64642648
 17.48612076   9.83509160
 17.57294673  11.01736691
 17.65781628  12.19339258
 17.74073455  13.36330848
 17.82170705  14.52725850
 17.90074071  15.68538587
 17.97784466  16.83783301
 18.05302798  17.98474421
 18.12630121  19.12626220
 18.19767464  20.26253103
 18.26715947  21.39369324
 18.33476695  22.51989068
 18.40050933  23.64126588
 18.46439969  24.75795599
 18.52644979  25.87010309
 18.58667255  26.97784548
 18.64507957  28.08131951
 18.70168465  29.18066231
 18.75650042  30.27600752
 18.80953855  31.36748982
 18.86081169  32.45524123
 18.91033401  33.53939300
 18.95811479  34.62007543
 19.00416727  35.69741664
 19.04850256  36.77154394
 19.09113252  37.84258379
 19.13206789  38.91066098
 19.17131939  39.97589921
 19.20889741  41.03842105
 19.24481200  42.09834790
 19.27907285  43.15580006
 19.31168928  44.21089677
 19.34267272  45.26375846
 19.37202735  46.31449860
 19.39976331  47.36323508
 19.42588835  48.41008326
 19.45040980  49.45515764
 19.47333459  50.49857188
 19.49466923  51.54043890
 19.51441978  52.58087089
 19.53259188  53.61997935
 19.54919075  54.65787516
 19.56422115  55.69466864
 19.57768742  56.73046957
 19.58959345  57.76538726
 19.59994267  58.79953059
 19.60873809  59.83300809
 19.61598227  60.86592795
 19.62167729  61.89839809
 19.62582483  62.93052622
 19.62842609  63.96241987
 19.62948182  64.99418649
 19.62899233  66.02593343
 19.62695748  67.05776806
 19.62337667  68.08979778
 19.61824886  69.12213008
 19.61157255  70.15487260
 19.60334581  71.18813319
 19.59356625  72.22201993
 19.58223102  73.25664122
 19.56933685  74.29210580
 19.55488002  75.32852284
 19.53885635  76.36600192
 19.52125940  77.40465064
 19.50208814  78.44458533
 19.48133483  79.48591401
 19.45899355  80.52874860
 19.43505797  81.57320177
 19.40952135  82.61938692
 19.38237652  83.66741829
 19.35361600  84.71741097
 19.32323174  85.76948099
 19.29121364  86.82374488
 19.25755748  87.88032062
 19.22224952  88.93932629
 19.18528134  90.00088344
 19.14664390  91.06511228
 19.10632643  92.13213461
 19.06431824  93.20207359
 19.02060835  94.27505340
 18.97518813  95.35120639
 18.92804211  96.43064946
 18.87916030  97.51351493
 18.82853081  98.59993221
 18.77614154  99.69003200
 18.72198025 100.78394627
 18.66603456 101.88180824
 18.60828184 102.98375275
 18.54872593 104.08991488
 18.48734709 105.20043167
 18.42413272 106.31544113
 18.35907032 107.43508239
 18.29214755 108.55949561
 18.22335227 109.68882193
 18.15267263 110.82320328
 18.08009717 111.96278223
 18.00561492 113.10770178
 17.92921553 114.25810511
 17.85089884 115.41414002
 17.77063148 116.57593839
 17.68842409 117.74365105
 17.60427277 118.91741576
 17.51817029 120.09738390
 17.43009079 121.28369638
 17.34005890 122.47647840
 17.24807275 123.67588256
 17.15412599 124.88202983
 17.05822687 126.09505698
 16.96035050 127.31509566
 16.86055170 128.54226322
 16.75882457 129.77668099
 16.65518468 131.01846046
 16.54966629 132.26770995
 16.44225705 133.52451701
 17.25447816  -7.33307475
 17.36531184  -6.05193669
 17.47440536  -4.77865945
 17.58172113  -3.51317422
 17.68722696  -2.25540183
 17.79089769  -1.00525313
 17.89270782   0.23737132
 17.99263970   1.47257770
 18.09067833   2.70047957
 18.18681199   3.92119637
 18.28103197   5.13485230
 18.37333239   6.34157565
 18.46370768   7.54149758
 18.55216305   8.73475551
 18.63869521   9.92148515
 18.72330538  11.10182919
 18.80600016  12.27592677
 18.88678462  13.44392175
 18.96566635  14.60595783
 19.04265327  15.76217776
 19.11775202  16.91272874
 19.19097769  18.05775281
 19.26233221  19.19739444
 19.33183604  20.33179667
 19.39949344  21.46110734
 19.46531990  22.58546085
 19.52932687  23.70500495
 19.59152625  24.81988017
 19.65193151  25.93022144
 19.71055470  27.03617070
 19.76740978  28.13786567
 19.82250555  29.23544043
 19.87585788  30.32903113
 19.92747875  31.41877163
 19.97738066  32.50479278
 20.02557552  33.58722634
 20.07207381  34.66620272
 20.11689023  35.74184884
 20.16003371  36.81429374
 20.20151645  37.88366180
 20.24134909  38.95007819
 20.27954245  40.01366550
 20.31610679  41.07454689
 20.35105187  42.13284310
 20.38438724  43.18867406
 20.41612205  44.24215864
 20.44626511  45.29341465
 20.47482482  46.34255893
 20.50180920  47.38970732
 20.52722840  48.43497689
 20.55108511  49.47847813
 20.57338819  50.52032587
 20.59414402  51.56063259
 20.61335854  52.59951006
 20.63103729  53.63706936
 20.64718539  54.67342094
 20.66180751  55.70867468
 20.67490789  56.74293993
 20.68649035  57.77632556
 20.69655827  58.80894001
 20.70511457  59.84089137
 20.71216177  60.87228738
 20.71770192  61.90323553
 20.72173666  62.93384309
 20.72426715  63.96421714
 20.72529415  64.99446467
 20.72481796  66.02469262
 20.72283842  67.05500788
 20.71935497  68.08551743
 20.71436658  69.11632830
 20.70787179  70.14754771
 20.69986869  71.17928304
 20.69035495  72.21164195
 20.67932778  73.24473239
 20.66678397  74.27866267
 20.65271988  75.31354150
 20.63713141  76.34947805
 20.62001207  77.38657943
 20.60136121  78.42496159
 20.58117105  79.46473214
 20.55943579  80.50600257
 20.53614920  81.54888510
 20.51130467  82.59349272
 20.48489515  83.63993924
 20.45691326  84.68833935
 20.42735109  85.73880883
 20.39620026  86.79146341
 20.36345246  87.84642099
 20.32909830  88.90380009
 20.29312764  89.96371955
 20.25553203  91.02630157
 20.21630090  92.09166677
 20.17542362  93.15993806
 20.13288934  94.23123938
 20.08868911  95.30570116
 20.04280828  96.38344250
 19.99523670  97.46459445
 19.94596256  98.54928623
 19.89497386  99.63764831
 19.84225843 100.72981250
 19.78780396 101.82591190
 19.73159802 102.92608091
 19.67361652 104.03045568
 19.61386583 105.13917214
 19.55232510 106.25236871
 19.48898177 107.37018459
 19.42382340 108.49276012
 19.35683775 109.62023663
 19.28801281 110.75275640
 19.21733690 111.89046244
 19.14479874 113.03349833
 19.07038763 114.18200799
 18.99409356 115.33613548
 18.91591404 116.49602837
 18.83582266 117.66182184
 18.75382626 118.83366601
 18.66992144 120.01169741
 18.58409574 121.19607374
 18.49634028 122.38692560
 18.40666402 123.58438367
 18.31507622 124.78860512
 18.22156571 125.99970238
 18.12612149 127.21781771
 18.02878012 128.44307135
 17.92954104 129.67558791
 17.82841764 130.91548317
 17.72542701 132.16286548
 17.62060326 133.41783919
 18.43647205  -7.22308161
 18.54466514  -5.94364957
 18.65113474  -4.67211775
 18.75584554  -3.40841046
 18.85876823  -2.15244435
 18.95988092  -0.90412558
 19.05915990   0.33664955
 19.15659000   1.56999096
 19.25215823   2.79601559
 19.34585473   4.01484590
 19.43767245   5.22660895
 19.52760703   6.43143561
 19.61565385   7.62945932
 19.70182013   8.82081967
 19.78610358  10.00565350
 19.86850512  11.18410680
 19.94903300  12.35631849
 20.02769322  13.52243380
 20.10449356  14.68259848
 20.17944220  15.83695655
 20.25255058  16.98565311
 20.32382231  18.12883500
 20.39327632  19.26664470
 20.46091718  20.39922754
 20.52676254  21.52672565
 20.59081922  22.64928550
 20.65310267  23.76704675
 20.71362385  24.88014822
 20.77239593  25.98872992
 20.82943169  27.09293157
 20.88474360  28.19289092
 20.93834414  29.28874396
 20.99024672  30.38062579
 21.04046106  31.46866840
 21.08900171  32.55300484
 21.13588042  33.63376626
 21.18111152  34.71108033
 21.22469904  35.78507744
 21.26666081  36.85588350
 21.30700723  37.92362257
 21.34574713  38.98842281
 21.38289185  40.05040393
 21.41845187  41.10968873
 21.45243607  42.16639778
 21.48485452  43.22065103
 21.51571594  44.27256680
 21.54502897  45.32226255
 21.57280187  46.36985468
 21.59904249  47.41545868
 21.62375831  48.45918909
 21.64695640  49.50115957
 21.66864343  50.54148299
 21.68882830  51.58027353
 21.70751206  52.61763888
 21.72470234  53.65369130
 21.74040413  54.68854083
 21.75462203  55.72229692
 21.76736017  56.75506849
 21.77862230  57.78696399
 21.78841172  58.81809144
 21.79673132  59.84855847
 21.80358352  60.87847240
 21.80897037  61.90794029
 21.81289344  62.93706897
 21.81535389  63.96596509
 21.81635245  64.99473522
 21.81588942  66.02348583
 21.81396465  67.05232341
 21.81057759  68.08135448
 21.80572722  69.11068565
 21.79941211  70.14042369
 21.79163042  71.17067558
 21.78237984  72.20154851
 21.77165766  73.23315002
 21.75946072  74.26558797
 21.74578546  75.29897066
 21.73062787  76.33340683
 21.71398145  77.36900318
 21.69584585  78.40587515
 21.67621330  79.44413001
 21.65507813  80.48387884
 21.63243422  81.52523342
 21.60827507  82.56830634
 21.58259379  83.61321098
 21.55538309  84.66006162
 21.52663533  85.70897337
 21.49634215  86.76006235
 21.46449627  87.81344495
 21.43108576  88.86924115
 21.39610408  89.92756736
 21.35954058  90.98854643
 21.32138594  92.05229862
 21.28162942  93.11894646
 21.24026033  94.18861363
 21.19726766  95.26142498
 21.15264297  96.33751345
 21.10637050  97.41699676
 21.05844041  98.50000801
 21.00884079  99.58667748
 20.95755960 100.67713679
 20.90458459 101.77151889
 20.84990341 102.86995806
 20.79350359 103.97258988
 20.73535952 105.07955190
 20.67548038 106.19098091
 20.61384411 107.30701672
 20.55043823 108.42779977
 20.48525040 109.55347160
 20.41826850 110.68417473
 20.34948069 111.82005256
 20.27887550 112.96124916
 20.20644190 114.10790910
 20.13216950 115.26017718
 20.05604866 116.41819833
 19.97807500 117.58211997
 19.89822829 118.75208030
 19.81651192 119.92822862
 19.73291600 121.11069410
 19.64744394 122.29965988
 19.56008389 123.49522422
 19.47084354 124.69754426
 19.37971915 125.90674785
 19.28671851 127.12297032
 19.19182112 128.34634590
 19.09507234 129.57699156
 18.99646968 130.81503024
 18.89602796 132.06057457
 18.79378531 133.31373320
 19.61345919  -7.11573403
 19.71899682  -5.83799290
 19.82283059  -4.56818796
 19.92492671  -3.30623678
 20.02525898  -2.05205252
 20.12380846  -0.80553674
 20.22055316   0.43341825
 20.31548019   1.66492590
 20.40857843   2.88910632
 20.49983970   4.10608488
 20.58925849   5.31599127
 20.67683180   6.51895882
 20.76255592   7.71512305
 20.84643977   8.90462561
 20.92848054  10.08760642
 21.00868352  11.26420842
 21.08705350  12.43457648
 21.16359962  13.59885640
 21.23832892  14.75719252
 21.31125072  15.90973201
 21.38237475  17.05661950
 21.45171044  18.19800249
 21.51927020  19.33402505
 21.58506578  20.46483193
 21.64910634  21.59056772
 21.71140813  22.71137329
 21.77197904  23.82739424
 21.83083473  24.93876989
 21.88798630  26.04563887
 21.94344666  27.14813935
 21.99722861  28.24640931
 22.04934462  29.34058525
 22.09980702  30.43080191
 22.14862802  31.51719252
 22.19582027  32.59988928
 22.24139403  33.67902176
 22.28536246  34.75471987
 22.32773691  35.82711177
 22.36852833  36.89632311
 22.40774775  37.96247959
 22.44540470  39.02570585
 22.48151132  40.08612251
 22.51607563  41.14385539
 22.54910819  42.19902108
 22.58061826  43.25173982
 22.61061408  44.30212977
 22.63910492  45.35030805
 22.66609844  46.39639075
 22.69160238  47.44049291
 22.71562406  48.48272867
 22.73817040  49.52321131
 22.75924793  50.56205326
 22.77886277  51.59936619
 22.79702064  52.63526104
 22.81372686  53.66984804
 22.82898913  54.70323902
 22.84280680  55.73553915
 22.85518630  56.76685866
 22.86613129  57.79730556
 22.87564500  58.82698745
 22.88373024  59.85601155
 22.89038941  60.88448476
 22.89562449  61.91251370
 22.89943702  62.94020478
 22.90182813  63.96766424
 22.90279855  64.99499820
 22.90234855  66.02231273
 22.90047801  67.04971388
 22.89718636  68.07730775
 22.89247263  69.10520052
 22.88633543  70.13349855
 22.87877293  71.16230836
 22.86978289  72.19173675
 22.85936266  73.22189083
 22.84750915  74.25287804
 22.83421886  75.28480625
 22.81948790  76.31778378
