X,Y,Polarity,Timestamp
30,53,0,16923458
67,64,1,16923513
69,63,1,16923597
40,43,1,16923628
40,43,1,16923629
40,43,1,16923631
64,61,1,16923646
57,55,1,16923647
29,36,1,16923742
29,36,1,16923744
120,42,0,16923764
109,49,1,16923786
109,49,1,16923788
69,121,0,16923794
36,66,0,16923800
74,67,1,16923812
74,67,1,16923813
74,67,1,16923814
74,67,1,16923815
79,65,1,16923842
51,99,0,16923889
19,31,0,16923899
44,83,0,16923993
43,45,1,16923995
43,45,1,16923997
43,45,1,16923998
64,62,1,16924017
64,62,1,16924018
88,60,1,16924022
88,60,1,16924023
59,118,0,16924049
33,39,1,16924072
27,46,0,16924093
31,55,0,16924104
31,37,1,16924215
118,27,0,16924236
68,62,1,16924237
50,50,1,16924270
74,114,0,16924284
24,39,0,16924291
28,35,1,16924296
28,35,1,16924297
28,35,1,16924298
60,119,0,16924302
27,36,1,16924304
27,36,1,16924305
105,4,0,16924308
38,71,0,16924327
26,44,0,16924348
32,38,1,16924358
32,38,1,16924359
32,38,1,16924360
32,38,1,16924361
45,88,0,16924378
58,120,0,16924423
32,40,1,16924430
0,16,0,16924451
93,57,1,16924456
93,57,1,16924457
93,57,1,16924458
106,69,0,16924484
50,51,1,16924489
70,64,1,16924512
70,64,1,16924513
65,64,1,16924532
55,108,0,16924533
118,44,1,16924561
77,110,0,16924587
69,66,1,16924595
69,66,1,16924596
69,66,1,16924597
46,47,1,16924641
46,47,1,16924642
46,47,1,16924643
44,46,1,16924646
44,46,1,16924648
44,46,1,16924649
104,52,1,16924653
104,52,1,16924654
104,52,1,16924655
93,88,0,16924687
66,61,1,16924696
63,59,1,16924705
63,59,1,16924706
63,59,1,16924707
39,42,1,16924724
110,63,0,16924754
63,126,0,16924759
27,35,1,16924776
115,42,0,16924789
122,42,1,16924814
44,47,1,16924819
65,60,1,16924848
78,65,1,16924851
78,65,1,16924853
72,65,1,16924882
73,66,1,16924889
73,66,1,16924890
71,64,1,16924916
52,101,0,16924933
30,36,1,16924934
65,126,0,16924938
49,51,1,16924944
56,111,0,16925008
80,106,0,16925009
33,118,0,16925015
48,93,0,16925063
62,58,1,16925105
62,58,1,16925107
62,58,1,16925108
34,63,0,16925109
37,41,1,16925112
49,53,1,16925127
49,53,1,16925128
49,53,1,16925129
105,51,1,16925163
91,58,1,16925164
26,34,1,16925183
26,34,1,16925184
26,34,1,16925185
35,72,0,16925224
70,66,1,16925263
114,46,1,16925265
59,56,1,16925276
59,56,1,16925277
59,56,1,16925278
59,56,1,16925279
33,63,0,16925287
66,125,0,16925299
68,122,0,16925314
49,95,0,16925340
75,66,1,16925367
113,41,0,16925375
58,114,0,16925379
119,44,1,16925471
81,63,1,16925489
82,103,0,16925505
58,56,1,16925510
82,63,1,16925541
100,78,0,16925544
118,51,0,16925550
56,54,1,16925589
76,66,1,16925601
48,92,0,16925621
73,116,0,16925641
33,38,1,16925647
57,113,0,16925664
74,66,1,16925683
60,57,1,16925685
60,57,1,16925686
60,57,1,16925688
112,47,1,16925707
56,110,0,16925724
71,118,0,16925736
83,102,0,16925739
24,44,0,16925764
35,64,0,16925765
59,116,0,16925766
80,64,1,16925786
63,123,0,16925813
96,84,0,16925823
98,57,1,16925844
53,114,0,16925878
47,48,1,16925893
47,48,1,16925894
47,48,1,16925895
47,48,1,16925896
47,91,0,16925905
108,50,1,16925925
108,50,1,16925926
98,81,0,16925931
32,63,0,16925943
36,40,1,16925946
85,99,0,16925954
25,33,1,16925969
50,97,0,16925989
18,33,0,16925993
101,53,1,16925994
101,53,1,16925995
116,45,1,16926053
116,45,1,16926055
116,45,1,16926056
81,105,0,16926067
97,55,1,16926076
97,55,1,16926077
97,55,1,16926078
97,40,0,16926096
110,48,1,16926101
120,43,1,16926105
120,43,1,16926107
120,43,1,16926108
72,117,0,16926150
38,86,0,16926154
25,41,0,16926223
98,55,1,16926270
49,49,1,16926277
49,49,1,16926278
49,49,1,16926279
32,57,0,16926295
106,69,0,16926310
79,107,0,16926315
40,76,0,16926321
104,51,1,16926338
111,48,1,16926339
104,51,1,16926340
61,122,0,16926344
32,61,0,16926352
51,99,0,16926385
23,37,0,16926444
102,75,0,16926449
70,35,0,16926456
53,52,1,16926459
53,52,1,16926461
25,90,0,16926462
34,62,0,16926468
24,32,1,16926483
115,55,0,16926509
55,53,1,16926548
55,53,1,16926549
20,32,0,16926573
68,62,1,16926574
70,120,0,16926613
21,32,1,16926614
48,94,0,16926639
43,82,0,16926670
15,8,0,16926689
64,127,0,16926699
102,52,1,16926702
102,52,1,16926703
33,60,0,16926709
113,47,1,16926714
46,47,1,16926754
46,47,1,16926755
28,35,1,16926772
66,35,0,16926813
45,46,1,16926816
45,46,1,16926817
45,46,1,16926818
27,34,1,16926847
89,59,1,16926888
89,59,1,16926889
89,59,1,16926890
89,59,1,16926891
106,50,1,16926908
106,50,1,16926910
87,60,1,16926964
87,60,1,16926965
79,64,1,16927024
79,64,1,16927025
79,64,1,16927026
40,43,1,16927032
40,43,1,16927034
61,57,1,16927043
61,57,1,16927044
61,57,1,16927045
62,124,0,16927056
53,53,1,16927078
95,56,1,16927120
58,55,1,16927139
30,53,0,16927157
31,56,0,16927174
83,65,1,16927255
83,65,1,16927256
83,65,1,16927257
71,64,1,16927265
71,64,1,16927266
29,37,1,16927267
107,67,0,16927295
62,58,1,16927309
66,122,0,16927317
40,75,0,16927324
37,75,0,16927332
85,61,1,16927353
46,88,0,16927389
115,46,1,16927398
39,42,1,16927455
84,64,1,16927477
88,95,0,16927478
98,54,1,16927499
34,39,1,16927514
34,39,1,16927515
34,39,1,16927516
113,58,0,16927528
20,30,1,16927541
20,30,1,16927542
20,30,1,16927544
109,42,0,16927547
43,45,1,16927579
35,39,1,16927602
35,39,1,16927603
107,50,1,16927681
107,50,1,16927682
107,50,1,16927683
52,51,1,16927716
52,51,1,16927717
92,59,1,16927719
59,56,1,16927723
59,56,1,16927724
59,87,0,16927725
67,62,1,16927738
67,62,1,16927740
67,62,1,16927741
37,68,0,16927747
31,55,0,16927769
33,59,0,16927790
108,66,0,16927809
53,103,0,16927853
107,51,1,16927864
88,59,1,16927921
64,126,0,16927946
80,66,1,16928018
69,63,1,16928027
69,63,1,16928028
69,63,1,16928029
69,63,1,16928031
21,30,1,16928061
45,87,0,16928081
74,114,0,16928082
58,114,0,16928102
109,41,0,16928122
36,79,0,16928126
28,48,0,16928147
75,66,1,16928182
108,49,1,16928204
108,49,1,16928205
108,49,1,16928206
108,49,1,16928207
111,61,0,16928221
43,95,0,16928252
120,47,0,16928262
81,65,1,16928276
81,65,1,16928278
81,65,1,16928279
96,57,1,16928281
96,57,1,16928282
100,53,1,16928309
100,53,1,16928310
100,53,1,16928311
48,53,1,16928353
101,76,0,16928355
31,37,1,16928378
31,37,1,16928379
31,37,1,16928380
31,37,1,16928381
81,63,1,16928382
32,37,1,16928410
50,50,1,16928429
15,105,0,16928493
24,39,0,16928496
95,57,1,16928498
66,61,1,16928541
96,55,1,16928564
29,50,0,16928569
73,65,1,16928618
73,65,1,16928619
26,48,0,16928653
24,32,1,16928669
74,66,1,16928697
74,66,1,16928698
74,66,1,16928699
94,56,1,16928715
94,56,1,16928716
94,56,1,16928717
94,56,1,16928718
84,63,1,16928739
33,38,1,16928783
33,38,1,16928784
34,61,0,16928817
80,63,1,16928928
83,62,1,16929029
83,62,1,16929030
83,62,1,16929032
51,50,1,16929038
51,50,1,16929039
84,100,0,16929054
49,49,1,16929062
49,49,1,16929063
49,49,1,16929064
62,123,0,16929070
55,53,1,16929120
30,36,1,16929139
56,54,1,16929150
56,54,1,16929152
48,48,1,16929156
48,48,1,16929157
91,58,1,16929165
91,58,1,16929166
65,126,0,16929169
63,62,1,16929179
104,51,1,16929208
104,51,1,16929209
54,52,1,16929217
54,52,1,16929218
109,64,0,16929234
106,50,1,16929242
102,52,1,16929276
24,33,1,16929295
24,33,1,16929296
24,33,1,16929297
99,55,1,16929307
99,55,1,16929308
42,44,1,16929312
42,44,1,16929314
42,44,1,16929315
92,89,0,16929331
58,115,0,16929334
104,72,0,16929370
65,60,1,16929418
65,60,1,16929419
65,60,1,16929420
65,60,1,16929422
114,48,1,16929424
50,95,0,16929427
54,54,1,16929460
54,54,1,16929461
71,118,0,16929502
77,65,1,16929507
77,65,1,16929508
77,65,1,16929509
90,58,1,16929511
90,58,1,16929512
46,49,1,16929526
46,49,1,16929527
89,60,1,16929530
61,121,0,16929568
29,35,1,16929580
92,57,1,16929587
92,57,1,16929588
92,57,1,16929589
64,35,0,16929590
116,53,0,16929621
58,55,1,16929653
58,55,1,16929654
112,47,1,16929656
54,53,1,16929674
106,51,1,16929676
106,51,1,16929677
42,48,1,16929740
68,66,1,16929768
68,66,1,16929769
116,42,0,16929829
118,50,0,16929903
76,65,1,16929914
64,66,1,16929974
70,67,1,16929986
78,64,1,16930000
25,42,0,16930014
79,64,1,16930024
59,116,0,16930044
98,54,1,16930051
98,54,1,16930052
98,54,1,16930053
64,59,1,16930083
64,59,1,16930084
64,59,1,16930085
64,59,1,16930086
92,39,0,16930153
89,59,1,16930170
44,84,0,16930183
33,42,1,16930194
98,81,0,16930198
114,46,1,16930218
114,46,1,16930219
114,46,1,16930220
63,58,1,16930293
63,58,1,16930294
119,43,1,16930312
121,44,1,16930317
121,44,1,16930318
121,44,1,16930319
36,40,1,16930380
21,30,1,16930422
19,29,1,16930441
19,29,1,16930442
19,29,1,16930443
19,29,1,16930444
71,68,1,16930492
71,68,1,16930493
54,105,0,16930503
26,33,1,16930579
55,108,0,16930586
46,47,1,16930602
51,52,1,16930626
51,52,1,16930627
51,52,1,16930628
51,52,1,16930629
56,56,1,16930654
45,46,1,16930669
60,118,0,16930697
61,68,1,16930704
36,66,0,16930813
23,45,0,16930820
53,52,1,16930835
18,29,1,16930859
2,16,0,16930861
68,121,0,16931033
64,66,0,16931048
60,58,1,16931052
93,95,0,16931217
61,60,1,16931250
112,60,0,16931284
60,124,0,16931290
90,60,1,16931335
63,124,0,16931343
89,93,0,16931435
68,62,1,16931440
68,62,1,16931441
27,46,0,16931452
118,44,1,16931510
118,44,1,16931511
118,44,1,16931513
86,60,1,16931690
86,60,1,16931691
70,63,1,16931700
70,63,1,16931701
70,63,1,16931702
34,43,1,16931705
114,47,1,16931718
42,80,0,16931955
28,39,1,16932046
28,39,1,16932047
27,39,1,16932116
117,44,1,16932159
117,44,1,16932160
117,44,1,16932161
72,67,1,16932220
29,38,1,16932295
29,38,1,16932296
29,38,1,16932297
67,61,1,16932335
67,61,1,16932336
67,61,1,16932337
67,61,1,16932338
8,125,0,16932344
82,62,1,16932396
82,62,1,16932397
82,62,1,16932398
82,62,1,16932399
68,122,0,16932435
52,51,1,16932511
52,51,1,16932512
52,51,1,16932513
52,51,1,16932514
39,42,1,16932533
39,42,1,16932534
39,42,1,16932535
39,42,1,16932536
60,56,1,16932548
108,51,1,16932604
84,61,1,16932610
78,108,0,16932620
120,43,1,16932735
120,43,1,16932736
120,43,1,16932737
66,116,0,16932743
120,20,0,16932778
52,101,0,16932803
79,108,0,16932812
111,61,0,16933059
57,112,0,16933167
75,66,1,16933214
75,66,1,16933215
75,66,1,16933216
59,60,1,16933367
59,60,1,16933368
59,60,1,16933369
59,60,1,16933370
41,43,1,16933386
32,42,1,16933387
19,42,0,16933412
62,62,1,16933564
121,42,1,16933575
116,45,1,16933630
96,56,1,16933659
61,57,1,16933745
61,57,1,16933746
61,57,1,16933747
61,57,1,16933748
92,89,0,16933752
22,31,1,16933776
38,44,1,16933833
38,44,1,16933834
56,109,0,16934002
62,63,1,16934286
96,55,1,16934509
70,119,0,16934523
66,63,1,16934571
66,63,1,16934572
55,58,1,16934790
61,62,1,16934823
61,62,1,16934824
61,62,1,16934825
51,100,0,16935005
94,57,1,16935014
94,57,1,16935015
94,57,1,16935016
94,57,1,16935017
56,57,1,16935039
83,62,1,16935137
49,50,1,16935145
90,59,1,16935156
90,59,1,16935157
94,56,1,16935185
94,56,1,16935186
94,56,1,16935188
94,56,1,16935189
76,111,0,16935284
54,59,1,16935416
84,100,0,16935424
84,100,0,16935425
47,90,0,16935482
40,45,1,16935584
37,69,0,16935746
121,43,1,16935874
73,72,1,16935902
101,55,1,16935939
21,91,0,16935967
81,104,0,16935999
28,55,0,16936004
18,30,1,16936100
24,35,1,16936202
33,40,1,16936209
33,40,1,16936210
41,46,1,16936213
107,67,0,16936245
120,37,1,16936356
29,40,1,16936521
24,32,0,16936697
72,65,1,16936701
72,65,1,16936702
114,56,0,16936757
79,66,1,16936770
79,66,1,16936771
79,66,1,16936772
57,58,1,16936779
57,58,1,16936780
29,55,0,16936857
70,65,1,16936913
58,55,0,16936959
63,125,0,16936981
95,85,0,16937659
95,85,0,16937660
95,85,0,16937661
93,47,0,16937856
68,63,1,16937930
48,52,1,16937999
48,48,0,16938139
39,42,0,16938524
24,42,0,16938542
99,56,1,16938628
99,56,1,16938629
58,55,0,16938712
21,30,0,16938721
21,30,0,16938722
110,48,1,16938809
67,61,0,16938866
74,66,0,16939180
68,105,0,16939212
14,100,1,16939340
31,55,1,16939450
55,53,0,16939452
26,100,0,16939460
54,56,1,16939475
54,56,1,16939476
29,35,0,16939497
16,126,0,16939513
24,32,0,16939570
24,32,0,16939571
24,32,0,16939572
24,32,0,16939573
56,54,0,16939603
82,103,0,16939617
22,35,1,16939668
58,58,1,16939719
121,42,0,16939760
97,56,1,16939763
59,56,0,16939769
36,66,1,16939782
36,66,1,16939783
36,66,1,16939784
122,43,0,16939928
71,64,0,16939931
21,30,0,16939961
43,45,0,16939983
94,56,0,16940015
71,66,1,16940191
73,115,0,16940209
30,36,0,16940263
84,99,0,16940278
45,46,0,16940279
45,46,0,16940280
45,46,0,16940281
45,46,0,16940283
45,46,0,16940284
27,34,0,16940290
119,48,0,16940294
53,52,0,16940319
106,50,0,16940344
32,37,0,16940358
32,37,0,16940359
68,62,0,16940360
24,39,1,16940380
123,29,0,16940383
65,60,0,16940388
51,50,0,16940487
73,65,0,16940510
119,43,0,16940585
97,82,0,16940613
72,65,0,16940666
31,69,0,16940669
40,43,0,16940680
99,80,0,16940754
121,45,0,16940826
70,63,0,16940842
30,53,1,16940847
44,84,1,16940863
93,88,0,16940870
46,47,0,16940884
46,47,0,16940885
46,47,0,16940886
46,47,0,16940887
46,47,0,16940888
79,64,0,16940909
76,112,0,16940947
98,54,0,16940973
42,44,0,16940981
49,95,1,16941003
83,62,0,16941005
84,61,0,16941050
71,119,0,16941091
26,33,0,16941164
23,37,1,16941176
23,37,1,16941177
23,37,1,16941178
52,51,0,16941190
62,58,0,16941209
25,41,1,16941217
56,110,1,16941220
86,60,0,16941269
79,36,1,16941283
77,65,0,16941310
28,37,1,16941317
33,38,0,16941334
39,42,0,16941361
110,42,0,16941400
87,96,0,16941431
102,52,0,16941475
28,48,1,16941530
75,66,0,16941534
26,99,0,16941629
61,57,0,16941675
25,42,1,16941695
58,114,1,16941696
82,62,0,16941711
59,116,1,16941738
76,65,0,16941769
116,45,0,16941800
20,32,1,16941801
68,62,0,16941823
64,59,0,16941911
117,44,0,16941931
69,63,0,16941950
121,42,0,16941962
59,56,0,16942010
34,39,0,16942059
55,108,1,16942071
89,59,0,16942179
119,42,0,16942188
73,36,0,16942192
60,56,0,16942194
33,60,1,16942219
50,50,0,16942259
42,80,1,16942272
100,53,0,16942277
46,108,0,16942282
52,101,1,16942335
49,49,0,16942354
49,49,0,16942355
49,49,0,16942356
54,53,0,16942361
27,46,1,16942384
92,57,0,16942427
36,40,0,16942479
47,48,0,16942522
34,62,1,16942527
35,64,1,16942543
78,64,0,16942596
28,35,0,16942647
28,49,1,16942698
90,58,0,16942758
82,104,0,16942798
20,30,0,16942816
101,30,0,16942897
56,54,0,16942905
66,61,0,16942916
26,44,1,16942922
66,30,0,16942938
48,93,1,16942971
48,93,1,16942972
48,93,1,16942973
63,59,0,16942974
95,5,0,16943039
81,63,0,16943098
9,47,0,16943118
33,38,0,16943149
96,55,0,16943210
53,52,0,16943216
54,105,1,16943223
94,117,0,16943229
90,92,0,16943273
66,52,0,16943308
43,45,0,16943311
104,51,0,16943341
104,51,0,16943342
104,51,0,16943343
44,46,0,16943451
16,125,0,16943465
83,62,0,16943485
32,58,1,16943487
74,66,0,16943491
70,35,1,16943546
69,63,0,16943569
71,64,0,16943594
94,56,0,16943602
79,64,0,16943605
73,66,0,16943661
21,34,1,16943669
41,44,0,16943675
112,47,0,16943690
38,71,1,16943726
65,60,0,16943740
110,48,0,16943742
63,125,1,16943745
29,51,1,16943750
106,50,0,16943777
108,49,0,16943806
74,36,0,16943812
43,36,0,16943827
55,53,0,16943857
34,39,0,16943860
47,91,1,16943873
27,34,0,16943878
67,62,0,16943916
40,75,1,16943925
15,111,0,16943931
22,36,1,16944017
30,36,0,16944023
54,53,0,16944051
60,57,0,16944081
60,57,0,16944082
60,57,0,16944083
89,93,1,16944141
88,59,0,16944194
22,31,0,16944257
22,31,0,16944258
22,31,0,16944259
22,31,0,16944260
22,31,0,16944261
22,31,0,16944262
22,31,0,16944264
22,31,0,16944265
22,31,0,16944266
22,31,0,16944268
22,31,0,16944269
22,31,0,16944271
22,31,0,16944272
22,31,0,16944273
23,32,0,16944274
85,61,0,16944296
40,43,0,16944304
32,57,1,16944354
53,103,1,16944417
53,103,1,16944418
53,103,1,16944419
87,38,0,16944428
56,54,0,16944448
60,118,1,16944538
60,118,1,16944539
60,118,1,16944540
26,34,0,16944568
45,87,1,16944578
37,68,1,16944599
73,66,0,16944630
97,2,0,16944661
91,58,0,16944668
31,56,1,16944671
25,33,0,16944696
50,50,0,16944706
63,59,0,16944708
46,88,1,16944717
39,73,1,16944731
95,56,0,16944752
35,40,0,16944764
37,41,0,16944822
28,35,0,16944846
45,47,0,16944860
114,56,1,16944908
108,85,0,16944931
24,27,0,16944934
92,89,1,16944938
92,89,1,16944939
92,89,1,16944941
93,57,0,16944952
36,66,1,16944968
120,43,0,16944971
81,104,1,16944975
81,104,1,16944976
81,104,1,16944977
72,65,0,16944992
101,27,0,16945000
38,42,0,16945008
38,42,0,16945009
38,42,0,16945010
38,42,0,16945011
38,42,0,16945013
38,42,0,16945014
38,42,0,16945015
38,42,0,16945016
38,42,0,16945017
38,42,0,16945019
61,58,0,16945028
66,61,0,16945034
43,82,1,16945037
87,60,0,16945052
118,44,0,16945062
112,43,0,16945106
80,33,0,16945133
102,52,0,16945136
69,63,0,16945204
31,37,0,16945213
114,46,0,16945219
36,67,1,16945252
50,97,1,16945284
64,60,0,16945294
64,60,0,16945295
47,48,0,16945300
64,127,1,16945302
116,45,0,16945336
30,53,1,16945346
71,118,1,16945350
20,63,0,16945369
122,113,0,16945396
19,37,0,16945417
32,38,0,16945418
54,53,0,16945421
80,63,0,16945465
78,19,0,16945478
19,31,1,16945491
77,65,0,16945524
77,65,0,16945525
77,65,0,16945526
98,54,0,16945528
75,38,0,16945531
46,47,0,16945557
106,50,0,16945579
54,106,1,16945589
48,49,0,16945593
76,66,0,16945599
76,126,0,16945601
20,33,1,16945616
56,113,0,16945622
42,45,0,16945636
22,11,0,16945642
55,108,1,16945655
63,38,0,16945658
76,111,1,16945665
70,64,0,16945684
60,119,1,16945691
35,65,1,16945694
69,113,0,16945722
59,117,1,16945732
100,53,0,16945751
33,60,1,16945758
58,115,1,16945766
41,78,1,16945780
57,55,0,16945782
108,49,0,16945823
84,52,0,16945845
75,66,0,16945859
57,113,1,16945878
78,65,0,16945885
97,55,0,16945889
47,106,0,16945916
40,76,1,16945918
113,78,0,16945930
24,40,1,16945931
67,62,0,16945949
67,62,0,16945950
67,62,0,16945951
112,47,0,16946026
25,33,0,16946042
39,43,0,16946044
45,47,0,16946050
36,41,0,16946051
98,5,0,16946056
95,85,1,16946077
95,85,1,16946078
95,85,1,16946079
95,85,1,16946080
23,38,1,16946087
103,74,0,16946099
103,74,0,16946100
103,74,0,16946101
103,74,0,16946103
44,85,1,16946108
52,52,0,16946122
118,43,0,16946130
79,107,1,16946133
65,126,1,16946154
68,63,0,16946160
62,58,0,16946201
80,64,0,16946214
80,64,0,16946215
80,64,0,16946216
61,121,1,16946274
25,42,1,16946362
61,58,0,16946383
50,81,0,16946405
74,67,0,16946435
34,62,1,16946461
89,59,0,16946480
58,56,0,16946482
122,42,0,16946494
19,29,0,16946547
37,41,0,16946583
93,57,0,16946590
49,96,1,16946600
82,63,0,16946635
84,100,1,16946641
84,100,1,16946642
84,100,1,16946644
55,54,0,16946645
29,36,0,16946650
27,35,0,16946668
109,49,0,16946676
45,80,0,16946684
49,95,1,16946690
70,35,0,16946698
63,108,0,16946753
74,36,1,16946765
97,83,0,16946770
64,60,0,16946885
44,46,0,16946891
46,48,0,16946900
111,61,1,16946901
49,50,0,16946954
68,122,1,16946969
68,122,1,16946970
68,122,1,16946971
68,122,1,16946972
41,44,0,16947002
35,64,1,16947055
81,63,0,16947097
118,44,0,16947139
65,61,0,16947181
29,52,1,16947222
34,63,1,16947226
90,59,0,16947233
30,37,0,16947268
91,58,0,16947318
51,51,0,16947346
52,52,0,16947390
105,51,0,16947405
26,44,1,16947466
56,55,0,16947526
63,125,1,16947532
63,125,1,16947533
45,87,1,16947576
120,43,0,16947588
107,50,0,16947601
97,55,0,16947631
30,54,1,16947663
21,35,1,16947735
62,59,0,16947738
62,59,0,16947739
90,92,1,16947829
27,47,1,16947856
95,56,0,16947860
94,57,0,16947875
55,54,0,16947917
107,67,1,16947941
101,53,0,16947965
36,41,0,16947969
36,41,0,16947970
36,41,0,16947971
36,41,0,16947972
36,41,0,16947973
73,66,0,16947978
42,45,0,16948031
42,45,0,16948032
42,45,0,16948033
42,45,0,16948034
42,45,0,16948035
42,45,0,16948036
42,45,0,16948037
42,45,0,16948038
23,32,0,16948039
73,115,1,16948086
73,115,1,16948087
73,115,1,16948088
73,115,1,16948089
88,60,0,16948143
59,57,0,16948204
37,69,1,16948213
56,110,1,16948219
56,110,1,16948220
56,110,1,16948221
56,110,1,16948222
20,30,0,16948248
85,61,0,16948259
28,49,1,16948262
89,60,0,16948265
22,32,0,16948278
92,57,0,16948282
112,41,1,16948284
43,83,1,16948293
22,36,1,16948319
71,83,0,16948331
28,50,1,16948346
86,61,0,16948369
43,46,0,16948398
27,35,0,16948407
27,35,0,16948409
27,35,0,16948410
27,35,0,16948411
27,35,0,16948412
27,35,0,16948413
31,56,1,16948493
76,66,0,16948496
35,40,0,16948499
26,34,0,16948536
21,31,0,16948611
46,48,0,16948612
50,98,1,16948619
103,52,0,16948660
24,33,0,16948664
24,33,0,16948665
24,33,0,16948666
24,33,0,16948668
98,81,1,16948685
98,81,1,16948687
32,58,1,16948688
84,62,0,16948737
37,42,0,16948740
83,62,0,16948743
69,64,0,16948758
113,47,0,16948777
50,51,0,16948799
111,48,0,16948813
74,114,1,16948820
70,92,0,16948910
79,64,0,16948948
32,59,1,16948966
15,114,0,16948983
74,67,0,16949015
47,91,1,16949057
38,42,0,16949092
22,32,0,16949114
31,38,0,16949143
57,113,1,16949159
31,57,1,16949224
28,36,0,16949241
64,127,1,16949259
39,43,0,16949287
40,44,0,16949350
87,60,0,16949395
87,96,1,16949400
87,96,1,16949401
87,96,1,16949402
47,49,0,16949409
60,58,0,16949415
99,54,0,16949426
71,65,0,16949450
71,65,0,16949451
71,65,0,16949453
71,65,0,16949454
34,40,0,16949494
34,40,0,16949495
34,40,0,16949496
72,79,0,16949507
59,117,1,16949548
59,117,1,16949549
22,37,1,16949584
68,63,0,16949600
68,63,0,16949601
68,63,0,16949602
25,43,1,16949616
53,53,0,16949631
48,94,1,16949649
106,42,0,16949660
34,63,1,16949661
49,50,0,16949747
23,38,1,16949816
46,90,1,16949825
68,105,1,16949843
68,105,1,16949844
68,105,1,16949845
105,51,0,16949879
35,65,1,16949895
65,61,0,16949923
115,46,0,16949961
96,56,0,16949985
70,64,0,16949986
69,64,0,16949991
19,31,1,16950041
51,99,1,16950109
57,56,0,16950110
51,99,1,16950111
51,99,1,16950112
33,39,0,16950126
33,39,0,16950127
33,39,0,16950128
33,39,0,16950129
33,39,0,16950130
33,39,0,16950132
33,39,0,16950133
54,106,1,16950135
33,39,0,16950136
33,39,0,16950137
33,39,0,16950139
51,52,0,16950220
82,103,1,16950251
82,103,1,16950252
82,103,1,16950253
82,103,1,16950254
82,103,1,16950255
26,45,1,16950263
44,86,1,16950271
56,55,0,16950278
56,55,0,16950279
56,55,0,16950280
31,38,0,16950322
93,88,1,16950323
93,88,1,16950324
93,88,1,16950325
93,88,1,16950326
78,65,0,16950405
38,72,1,16950421
38,72,1,16950423
38,72,1,16950424
59,57,0,16950445
52,102,1,16950458
52,102,1,16950459
62,59,0,16950460
58,56,0,16950479
104,72,1,16950496
70,65,0,16950508
30,55,1,16950514
52,52,0,16950519
27,48,1,16950531
28,36,0,16950532
44,47,0,16950576
25,34,0,16950611
25,34,0,16950612
25,34,0,16950613
25,34,0,16950614
25,34,0,16950615
36,67,1,16950616
36,68,1,16950621
58,55,0,16950662
82,63,0,16950675
107,50,0,16950682
92,58,0,16950706
109,49,0,16950709
72,66,0,16950721
72,66,0,16950722
72,66,0,16950723
72,66,0,16950724
72,66,0,16950725
56,57,0,16950734
58,115,1,16950738
93,57,0,16950743
47,92,1,16950751
68,63,0,16950757
41,78,1,16950785
40,77,1,16950787
24,40,1,16950862
33,61,1,16950865
28,50,1,16950891
47,90,1,16950926
24,41,1,16950928
38,43,0,16950950
96,50,0,16951007
77,110,1,16951037
80,64,0,16951040
111,48,0,16951048
20,33,1,16951075
61,122,1,16951141
61,122,1,16951142
61,122,1,16951143
53,105,1,16951162
23,39,1,16951206
57,112,1,16951208
73,67,0,16951216
79,65,0,16951220
48,93,1,16951230
20,34,1,16951261
20,34,1,16951262
20,34,1,16951263
41,45,0,16951303
113,47,0,16951353
90,59,0,16951382
40,44,0,16951390
64,61,0,16951400
43,46,0,16951486
29,52,1,16951532
21,35,1,16951550
89,59,0,16951554
35,66,1,16951601
60,119,1,16951629
60,119,1,16951630
78,108,1,16951712
37,70,1,16951737
72,117,1,16951757
32,59,1,16951768
110,48,0,16951819
71,65,0,16951821
60,120,1,16951838
69,121,1,16951841
54,107,1,16951842
54,54,0,16951875
54,54,0,16951876
54,54,0,16951877
54,54,0,16951878
54,54,0,16951880
26,46,1,16951884
63,126,1,16951886
57,56,0,16951921
101,53,0,16951933
77,66,0,16951934
59,118,1,16951936
60,58,0,16951946
94,57,0,16951954
27,47,1,16951961
29,37,0,16952024
29,37,0,16952025
98,55,0,16952026
58,37,0,16952037
121,43,0,16952068
50,51,0,16952116
50,51,0,16952117
50,51,0,16952118
53,53,0,16952147
115,46,0,16952150
96,56,0,16952160
31,57,1,16952273
28,51,1,16952299
38,43,0,16952340
38,43,0,16952341
119,44,0,16952355
62,59,0,16952370
19,32,1,16952378
35,41,0,16952395
75,67,0,16952422
22,37,1,16952553
47,49,0,16952555
34,61,1,16952562
39,75,1,16952577
62,123,1,16952631
62,123,1,16952632
62,123,1,16952633
62,123,1,16952634
15,123,1,16952666
55,109,1,16952714
88,95,1,16952729
63,60,0,16952801
72,66,0,16952810
22,32,0,16952817
51,52,0,16952840
1,12,0,16952858
37,42,0,16952901
29,53,1,16953043
46,49,0,16953089
51,101,1,16953103
117,45,0,16953114
69,64,0,16953145
66,62,0,16953310
41,34,0,16953334
84,62,0,16953369
30,54,1,16953372
57,114,1,16953379
34,40,0,16953394
106,51,0,16953414
30,55,1,16953475
66,125,1,16953530
66,125,1,16953531
66,125,1,16953532
66,125,1,16953533
39,74,1,16953570
64,61,0,16953573
15,112,0,16953579
45,86,1,16953664
24,34,0,16953681
31,38,0,16953698
44,47,0,16953748
63,58,0,16953766
67,63,0,16953782
56,111,1,16953796
